Geneid,EC1,EC1yuan,EC2,EC2yuan,EC3,EC3yuan
ENSG00000270728,53,11,38,21,61,24
ENSG00000053371,1351,1022,1411,1164,1329,967
ENSG00000200403,0,5,2,2,5,3
ENSG00000040487,529,640,544,561,481,486
ENSG00000077549,2451,4356,2379,4242,2448,3769
ENSG00000240490,1,0,0,1,0,0
ENSG00000173436,84,78,68,76,72,50
ENSG00000201609,0,0,0,0,0,0
ENSG00000235185,0,0,0,0,0,0
ENSG00000158747,1670,2026,2056,1917,2006,1797
ENSG00000270136,0,0,0,0,0,0
ENSG00000226396,21,15,18,12,17,11
ENSG00000158748,62,3,74,8,81,1
ENSG00000162542,318,177,250,148,300,166
ENSG00000178828,0,0,0,0,0,0
ENSG00000235434,0,0,0,0,0,0
ENSG00000169914,663,626,668,635,621,624
ENSG00000188784,0,0,0,0,0,0
ENSG00000242688,0,0,0,0,0,0
ENSG00000188257,1,0,0,0,1,0
ENSG00000127472,0,2,0,0,0,0
ENSG00000117215,0,0,0,0,0,0
ENSG00000158786,0,1,0,0,0,0
ENSG00000227066,0,0,0,0,0,0
ENSG00000187980,0,0,2,0,0,0
ENSG00000162543,0,0,1,0,0,0
ENSG00000228105,0,0,0,0,0,0
ENSG00000284710,0,0,0,0,0,0
ENSG00000158816,0,0,1,0,7,0
ENSG00000226664,0,0,0,0,0,0
ENSG00000236963,2,0,0,0,3,0
ENSG00000226487,0,0,0,0,0,0
ENSG00000284641,0,0,0,0,0,0
ENSG00000284743,0,0,0,0,0,0
ENSG00000162545,2756,495,2442,525,2342,442
ENSG00000090432,736,631,645,674,653,673
ENSG00000215520,0,0,0,0,0,0
ENSG00000183114,37,4,36,4,30,3
ENSG00000158825,16,0,27,0,27,0
ENSG00000158828,950,345,979,318,1082,291
ENSG00000284005,0,0,0,0,0,0
ENSG00000117242,58,75,61,71,61,89
ENSG00000244038,4316,5143,4222,5185,4482,4788
ENSG00000117245,339,38,357,37,395,32
ENSG00000235432,0,0,0,1,0,0
ENSG00000189410,451,692,509,634,430,523
ENSG00000233069,1,4,1,0,0,3
ENSG00000127483,5039,4806,4595,5490,4991,5104
ENSG00000075151,4217,1818,3595,1933,4246,1922
ENSG00000251914,0,0,0,0,0,0
ENSG00000221808,1,0,0,0,0,0
ENSG00000233072,1,0,0,0,0,0
ENSG00000236073,0,0,1,0,2,0
ENSG00000235112,3,0,3,0,0,0
ENSG00000287192,1,1,3,1,2,0
ENSG00000117298,22402,8296,22760,7939,23717,7339
ENSG00000236936,4,3,5,3,0,0
ENSG00000231105,7,8,20,3,20,3
ENSG00000236216,0,0,1,0,0,0
ENSG00000228823,0,0,0,0,0,0
ENSG00000236009,0,0,0,0,0,0
ENSG00000227001,8,10,9,8,11,13
ENSG00000187952,41,32,38,29,29,29
ENSG00000186543,0,0,1,0,0,0
ENSG00000142794,596,437,586,410,564,440
ENSG00000176378,0,0,1,1,1,0
ENSG00000162551,1,0,0,0,3,0
ENSG00000233431,0,0,0,0,0,0
ENSG00000076864,946,140,1061,148,1053,131
ENSG00000090686,2152,1727,2055,1941,2128,1783
ENSG00000231978,0,0,1,0,0,0
ENSG00000187942,3,0,1,0,2,0
ENSG00000142798,5083,220,4405,197,5793,182
ENSG00000232037,1,1,0,1,1,0
ENSG00000283234,0,0,0,0,0,0
ENSG00000219073,0,0,0,0,0,0
ENSG00000285959,0,1,0,0,0,0
ENSG00000273610,0,0,0,0,0,0
ENSG00000201919,0,0,0,0,0,0
ENSG00000142789,0,0,0,0,0,0
ENSG00000278124,0,0,0,0,0,0
ENSG00000201273,0,0,0,0,0,0
ENSG00000228397,0,0,1,0,0,2
ENSG00000218510,144,46,161,34,135,38
ENSG00000070831,2107,2252,2023,2593,2098,2364
ENSG00000285752,52,9,23,7,49,10
ENSG00000285794,0,0,0,0,0,0
ENSG00000230068,12,4,1,1,5,0
ENSG00000271428,7,0,2,4,3,0
ENSG00000162552,44,12,52,19,63,9
ENSG00000285873,6,17,4,17,15,17
ENSG00000266564,0,0,0,0,0,0
ENSG00000234397,0,1,0,0,1,0
ENSG00000279625,0,0,0,0,0,0
ENSG00000184677,999,1332,893,1260,1060,1313
ENSG00000237200,9,10,6,14,9,17
ENSG00000070886,2,0,0,0,0,0
ENSG00000276835,0,0,0,0,0,0
ENSG00000173372,0,1,0,0,0,0
ENSG00000159189,0,0,0,0,0,0
ENSG00000173369,0,0,0,0,0,0
ENSG00000133216,289,124,332,111,302,111
ENSG00000265422,0,0,0,0,0,0
ENSG00000225952,0,0,0,0,0,0
ENSG00000264014,0,0,0,0,0,0
ENSG00000215906,0,0,0,0,0,1
ENSG00000227868,3,0,0,0,4,0
ENSG00000004487,2037,2406,1991,2587,2235,2286
ENSG00000240553,1,0,0,0,0,0
ENSG00000263793,0,0,0,0,0,0
ENSG00000266802,0,0,0,0,2,0
ENSG00000169641,1713,1599,1440,1838,1753,1756
ENSG00000229010,0,1,0,1,3,0
ENSG00000206935,0,0,1,1,1,0
ENSG00000252578,0,0,0,0,0,0
ENSG00000179546,58,80,53,50,59,59
ENSG00000215381,1,0,1,0,0,1
ENSG00000261326,118,34,134,39,179,38
ENSG00000284726,14,10,6,13,19,2
ENSG00000125944,1774,5057,1543,5672,1919,5123
ENSG00000125945,507,221,479,246,476,233
ENSG00000249087,42,11,56,9,103,9
ENSG00000201405,0,0,0,0,0,0
ENSG00000271420,0,0,1,0,2,0
ENSG00000204219,207,8,211,4,232,5
ENSG00000232482,0,0,0,0,0,0
ENSG00000088280,881,151,904,130,974,108
ENSG00000007968,221,1030,245,1022,232,907
ENSG00000235052,10,7,6,0,9,3
ENSG00000117318,647,796,662,734,761,609
ENSG00000285802,0,1,0,0,0,0
ENSG00000197880,0,0,1,0,0,0
ENSG00000229239,0,0,0,0,3,0
ENSG00000142676,12034,10404,13096,11329,13419,9952
ENSG00000236810,28,15,37,11,40,10
ENSG00000011007,1112,2820,1108,2980,1075,2700
ENSG00000057757,593,905,609,895,618,729
ENSG00000011009,817,1191,871,1062,902,1020
ENSG00000117308,614,744,686,701,625,583
ENSG00000117305,1178,402,1263,429,1228,341
ENSG00000179163,987,460,857,461,1033,470
ENSG00000188822,1,0,1,0,1,0
ENSG00000229106,0,0,0,1,0,0
ENSG00000232557,0,0,0,0,0,0
ENSG00000264926,0,0,0,0,0,0
ENSG00000230228,0,0,0,0,0,0
ENSG00000189266,1805,1575,1511,1936,1643,1799
ENSG00000188529,2432,2808,2099,3477,2234,3289
ENSG00000215905,0,0,0,0,0,0
ENSG00000225315,0,0,0,0,0,0
ENSG00000142661,0,0,1,0,0,0
ENSG00000230703,0,0,0,0,0,0
ENSG00000142677,96,58,101,40,114,58
ENSG00000185436,145,103,120,91,135,75
ENSG00000230023,0,0,0,0,0,0
ENSG00000232298,0,0,0,0,0,0
ENSG00000158055,7,1,3,1,0,0
ENSG00000001460,427,324,416,340,446,312
ENSG00000001461,1310,578,1120,588,1233,574
ENSG00000286061,4,1,3,1,3,1
ENSG00000117602,727,344,649,415,696,364
ENSG00000264443,0,0,0,0,0,0
ENSG00000184454,2,0,0,0,2,1
ENSG00000227312,0,0,0,0,0,0
ENSG00000239106,0,0,0,0,0,0
ENSG00000133226,2963,2939,2964,3042,3337,2875
ENSG00000284699,0,0,0,0,0,0
ENSG00000169504,5297,2960,4185,3868,4673,3502
ENSG00000238482,0,0,0,0,0,0
ENSG00000020633,0,1,0,0,0,0
ENSG00000278034,0,0,0,0,0,0
ENSG00000229162,0,0,0,0,0,0
ENSG00000261025,0,0,0,0,0,0
ENSG00000264371,0,0,0,0,0,0
ENSG00000285823,0,0,0,0,0,0
ENSG00000233755,2,0,0,0,0,0
ENSG00000233419,0,0,0,0,0,0
ENSG00000231953,0,0,0,0,0,0
ENSG00000117614,823,451,756,491,803,457
ENSG00000284602,42,8,37,3,44,3
ENSG00000284657,4,2,10,3,2,1
ENSG00000117616,1539,513,1513,558,1619,482
ENSG00000272432,18,1,15,2,8,2
ENSG00000261349,18,4,5,2,14,3
ENSG00000187010,32,5,23,8,22,6
ENSG00000224183,7,9,9,12,11,5
ENSG00000259984,2,5,11,2,7,0
ENSG00000183726,2520,2094,2287,2200,2420,2087
ENSG00000188672,9,5,7,3,17,3
ENSG00000238084,171,264,173,250,201,259
ENSG00000204178,566,359,514,429,580,349
ENSG00000157978,716,1057,677,1057,715,965
ENSG00000225643,8,0,3,1,3,4
ENSG00000117643,123,5,141,12,135,14
ENSG00000233478,1,1,1,1,5,0
ENSG00000162430,4808,2394,4744,2152,5249,2112
ENSG00000255054,0,0,0,0,0,0
ENSG00000228172,6,6,3,1,4,1
ENSG00000117640,838,464,664,563,773,435
ENSG00000272478,0,0,0,0,0,0
ENSG00000127423,56,222,61,262,46,260
ENSG00000236528,0,1,0,0,0,1
ENSG00000182749,636,541,614,513,690,499
ENSG00000207302,0,1,1,0,0,0
ENSG00000117632,3944,6343,3597,7727,4001,6843
ENSG00000229786,2,0,1,0,2,0
ENSG00000223624,3,1,0,0,0,1
ENSG00000283938,0,0,0,0,0,0
ENSG00000158006,425,282,392,345,410,291
ENSG00000207237,0,0,0,0,2,0
ENSG00000252190,0,0,0,0,0,0
ENSG00000252691,0,0,0,0,0,0
ENSG00000158008,9,3,18,1,10,1
ENSG00000158014,0,0,0,0,0,0
ENSG00000284309,4,0,0,0,1,0
ENSG00000158022,2,0,0,1,0,0
ENSG00000175087,216,111,230,120,203,108
ENSG00000197245,14,0,29,3,13,4
ENSG00000282872,0,0,1,0,2,0
ENSG00000236782,8,8,2,5,2,11
ENSG00000142684,0,0,0,0,0,0
ENSG00000142675,7,10,7,7,3,7
ENSG00000188782,0,0,0,0,0,0
ENSG00000236155,0,1,0,0,0,2
ENSG00000278572,0,0,0,1,1,0
ENSG00000130695,815,1296,829,1291,899,1304
ENSG00000270733,2,8,7,7,2,7
ENSG00000142669,2324,2499,2091,2349,2225,2142
ENSG00000158062,329,430,309,358,376,317
ENSG00000169442,0,0,0,0,2,0
ENSG00000176092,57,82,84,56,78,60
ENSG00000225854,4,1,2,5,6,3
ENSG00000176083,0,0,0,0,0,0
ENSG00000131914,0,2,1,0,0,1
ENSG00000117682,779,936,757,1036,786,992
ENSG00000223583,4,3,6,4,1,3
ENSG00000225891,2,2,6,7,4,14
ENSG00000198830,1818,3071,1674,3527,1695,3126
ENSG00000224129,0,0,0,0,0,0
ENSG00000117676,1473,2042,1401,1809,1623,1769
ENSG00000238705,0,0,0,0,0,0
ENSG00000243905,0,0,0,0,0,0
ENSG00000252802,0,0,0,0,0,0
ENSG00000252429,0,0,0,0,0,0
ENSG00000229247,0,0,0,0,0,0
ENSG00000238316,0,0,0,0,0,0
ENSG00000235069,0,0,0,0,0,0
ENSG00000260063,3,4,0,2,8,2
ENSG00000117713,2691,4503,2559,4117,3077,4023
ENSG00000060642,347,192,338,193,374,123
ENSG00000241188,0,0,1,1,1,0
ENSG00000287810,0,0,0,0,0,0
ENSG00000204160,1240,1731,1290,1853,1283,1704
ENSG00000175793,2809,6622,3136,5761,3203,5072
ENSG00000142751,717,1037,686,1041,707,961
ENSG00000226698,0,0,0,0,0,0
ENSG00000198746,279,396,274,384,244,373
ENSG00000090273,1405,4785,1488,4338,1520,3985
ENSG00000131910,0,0,0,0,0,0
ENSG00000175707,22,12,32,15,37,19
ENSG00000172746,2,0,2,1,1,1
ENSG00000224064,0,0,0,0,1,0
ENSG00000225294,0,0,0,1,3,1
ENSG00000253368,2410,3050,2306,2969,2758,2859
ENSG00000158246,49,75,51,88,60,88
ENSG00000090020,752,1741,701,1580,862,1453
ENSG00000229985,0,0,0,0,0,0
ENSG00000214973,106,181,120,203,145,160
ENSG00000225159,165,414,184,431,206,357
ENSG00000225990,0,0,0,0,0,0
ENSG00000224311,0,1,0,0,0,0
ENSG00000142784,2307,1715,2505,1595,2696,1637
ENSG00000252098,1,0,1,0,0,0
ENSG00000243659,3,1,2,1,4,0
ENSG00000186501,638,749,624,719,634,655
ENSG00000206888,4,5,5,9,3,2
ENSG00000241547,25,34,20,37,32,34
ENSG00000142765,427,63,431,64,433,50
ENSG00000142733,1032,989,938,842,1143,864
ENSG00000142748,1,0,0,0,0,1
ENSG00000174950,4,0,0,0,0,0
ENSG00000231207,0,0,0,0,1,0
ENSG00000181773,140,241,123,238,145,200
ENSG00000158195,5426,3746,5319,3736,5525,3763
ENSG00000241169,0,0,3,1,0,0
ENSG00000237429,0,0,0,0,1,0
ENSG00000126705,1613,1425,1548,1353,1682,1245
ENSG00000000938,0,0,0,0,0,0
ENSG00000235912,31,60,29,52,29,56
ENSG00000233975,0,0,0,0,0,0
ENSG00000126709,351,95,303,126,276,139
ENSG00000225886,16,0,3,0,2,0
ENSG00000206767,0,0,0,0,0,0
ENSG00000226662,0,0,0,0,0,0
ENSG00000207095,0,0,0,0,0,0
ENSG00000287244,0,1,0,0,0,0
ENSG00000009780,287,137,266,167,274,165
ENSG00000231344,2,3,1,0,2,2
ENSG00000230833,3,0,0,0,0,0
ENSG00000117758,1030,652,934,713,884,735
ENSG00000269971,0,1,4,0,0,2
ENSG00000270031,1,0,0,1,0,0
ENSG00000223062,0,0,0,0,0,0
ENSG00000286433,0,0,1,0,3,0
ENSG00000117751,632,997,636,1087,691,1049
ENSG00000252947,4,1,2,4,1,3
ENSG00000130775,720,59,808,61,767,91
ENSG00000117748,629,1331,669,1473,694,1291
ENSG00000130768,269,37,222,46,218,60
ENSG00000227050,2,1,0,0,1,0
ENSG00000158156,268,251,264,247,228,216
ENSG00000158161,440,434,424,601,428,534
ENSG00000238231,5,1,0,0,1,1
ENSG00000240750,4,2,1,3,3,2
ENSG00000228589,626,849,601,1014,685,850
ENSG00000228943,0,0,0,0,0,0
ENSG00000214812,13,20,7,13,8,15
ENSG00000253005,0,0,0,0,0,0
ENSG00000169403,30,15,20,12,28,19
ENSG00000126698,1234,2024,1167,2094,1156,1829
ENSG00000130770,658,1001,776,888,833,745
ENSG00000270605,55,10,60,5,61,9
ENSG00000271398,0,0,0,3,1,0
ENSG00000130766,629,472,656,385,601,345
ENSG00000130772,257,340,281,331,272,280
ENSG00000204138,1348,1362,1084,1496,1335,1335
ENSG00000206779,0,2,0,0,0,1
ENSG00000229820,0,0,0,4,5,1
ENSG00000221216,2,0,0,3,0,0
ENSG00000180198,1246,3400,1371,3138,1424,3023
ENSG00000242125,954,1546,950,1617,952,1538
ENSG00000274266,0,0,0,0,0,0
ENSG00000200087,41,91,27,80,35,81
ENSG00000231468,1,8,6,2,8,4
ENSG00000279443,10,38,8,40,4,48
ENSG00000180098,435,507,483,516,518,402
ENSG00000197989,511,516,538,634,592,526
ENSG00000221539,1,6,5,5,1,7
ENSG00000278274,0,0,0,0,0,0
ENSG00000273544,0,0,0,0,0,0
ENSG00000274582,0,0,0,0,0,0
ENSG00000280498,0,0,0,0,0,0
ENSG00000120656,273,350,341,419,288,349
ENSG00000188060,250,82,225,80,237,95
ENSG00000229388,1,1,1,2,5,0
ENSG00000270103,0,0,0,0,0,0
ENSG00000274978,0,0,0,0,0,0
ENSG00000162419,309,301,227,361,258,350
ENSG00000252777,0,0,0,0,0,1
ENSG00000198492,1374,1522,1180,1641,1333,1607
ENSG00000116329,4,0,3,2,2,4
ENSG00000233427,0,0,0,0,0,0
ENSG00000199756,0,0,0,0,0,0
ENSG00000159023,1294,646,1233,735,1314,715
ENSG00000225616,4,1,9,1,1,4
ENSG00000206704,0,0,0,0,0,0
ENSG00000277958,0,0,0,0,0,0
ENSG00000253304,531,303,547,278,591,224
ENSG00000225750,0,0,1,0,2,3
ENSG00000116350,1594,2439,1640,2403,1741,2120
ENSG00000277916,0,0,0,0,0,0
ENSG00000116353,529,488,580,499,634,468
ENSG00000237934,1,12,3,7,5,8
ENSG00000060656,3956,939,3822,832,4256,790
ENSG00000230523,0,0,0,0,0,0
ENSG00000225011,0,0,0,0,0,0
ENSG00000228176,3,0,1,0,3,0
ENSG00000284676,0,0,0,0,0,0
ENSG00000270927,0,0,0,0,0,0
ENSG00000233399,0,0,0,0,0,0
ENSG00000233372,0,0,0,0,0,0
ENSG00000231251,0,0,0,0,0,0
ENSG00000236335,0,0,0,0,0,0
ENSG00000231949,0,0,0,0,0,0
ENSG00000162510,15,5,9,2,11,3
ENSG00000186056,39,1,34,0,36,0
ENSG00000287510,0,0,0,0,0,0
ENSG00000162511,60,1,67,1,46,2
ENSG00000264773,0,0,0,0,0,0
ENSG00000229607,0,0,0,0,0,0
ENSG00000223382,7,0,0,0,1,0
ENSG00000222784,0,0,0,0,0,0
ENSG00000235143,0,0,0,0,0,0
ENSG00000162512,3935,738,4066,738,4482,744
ENSG00000266210,0,0,0,0,0,0
ENSG00000134644,3478,2615,3044,2660,3499,2576
ENSG00000237329,1,1,1,0,0,2
ENSG00000232768,0,0,0,1,0,0
ENSG00000215900,8,5,2,3,3,4
ENSG00000225142,3,1,0,0,1,0
ENSG00000084628,18,1,14,2,14,1
ENSG00000060688,563,1462,657,1489,662,1388
ENSG00000229447,15,6,9,13,12,9
ENSG00000121766,477,561,411,599,451,565
ENSG00000229044,0,0,0,1,0,0
ENSG00000121769,38,25,29,11,32,6
ENSG00000168528,2669,269,2667,213,2730,234
ENSG00000215899,0,0,0,0,0,1
ENSG00000206981,0,0,0,0,0,0
ENSG00000260386,0,0,0,0,1,0
ENSG00000265961,0,0,0,0,0,0
ENSG00000284543,13,5,3,0,2,0
ENSG00000229167,11,8,9,9,17,8
ENSG00000142910,3818,2043,4316,1637,4152,1607
ENSG00000121764,0,0,0,0,1,0
ENSG00000162517,424,652,405,631,414,620
ENSG00000235790,5,4,3,7,8,2
ENSG00000264078,0,0,0,0,1,0
ENSG00000084636,137,2,97,1,101,5
ENSG00000121753,3225,426,3168,331,3548,331
ENSG00000266580,0,1,2,0,3,0
ENSG00000254545,0,0,0,0,0,0
ENSG00000134668,11,0,2,0,3,0
ENSG00000203620,0,0,0,0,1,0
ENSG00000269967,5,0,3,1,1,3
ENSG00000184007,4648,3522,4163,3900,4513,3524
ENSG00000288678,0,0,0,0,0,0
ENSG00000228634,12,1,2,2,3,2
ENSG00000284702,0,0,0,0,0,0
ENSG00000121774,3391,4661,3202,5262,3393,5068
ENSG00000203325,9,0,2,4,2,3
ENSG00000121775,284,447,259,449,296,422
ENSG00000266203,0,0,0,0,0,0
ENSG00000276493,0,0,0,0,0,0
ENSG00000025800,2296,2480,2083,2775,2364,2753
ENSG00000250135,0,0,0,0,0,2
ENSG00000084652,2324,4141,2201,4353,2484,3896
ENSG00000160050,175,159,173,104,207,100
ENSG00000224066,9,0,7,2,6,1
ENSG00000160051,123,91,85,104,108,72
ENSG00000222046,22,5,17,2,23,4
ENSG00000160055,88,74,77,31,107,30
ENSG00000084623,2890,6242,3002,6595,3240,5630
ENSG00000220785,278,63,307,52,370,40
ENSG00000183615,49,6,65,4,68,9
ENSG00000182866,0,0,0,0,0,0
ENSG00000277617,0,0,0,0,0,0
ENSG00000252450,0,0,0,0,0,0
ENSG00000116478,2766,3983,2919,3902,3180,3623
ENSG00000175130,2353,2256,2375,2246,2610,2001
ENSG00000233775,0,0,0,1,1,1
ENSG00000162526,23,9,24,7,26,6
ENSG00000225828,448,171,439,167,513,135
ENSG00000160058,2522,1324,2122,1248,2663,1257
ENSG00000224333,1,0,0,1,0,0
ENSG00000270850,0,0,0,3,0,0
ENSG00000229259,0,0,0,0,0,0
ENSG00000263529,0,0,0,0,0,0
ENSG00000254553,0,0,0,0,0,0
ENSG00000273274,63,18,68,25,62,18
ENSG00000160062,266,74,272,88,239,81
ENSG00000176261,347,322,320,386,317,343
ENSG00000200591,0,3,7,1,1,1
ENSG00000162521,1635,1828,1481,2085,1672,1970
ENSG00000162520,53,12,36,6,63,5
ENSG00000224409,0,0,0,0,0,0
ENSG00000162522,3568,1804,3561,1785,3791,1797
ENSG00000134684,1799,4054,1800,4328,1815,3984
ENSG00000116497,1028,503,1034,516,1117,557
ENSG00000160097,39,15,30,21,39,18
ENSG00000121905,13,4,22,0,13,3
ENSG00000121900,1557,1373,1736,1297,1664,1091
ENSG00000287691,675,73,740,116,795,154
ENSG00000116514,1031,730,1091,675,1071,654
ENSG00000278966,0,1,0,0,2,0
ENSG00000217644,0,0,0,0,0,0
ENSG00000239670,0,0,0,0,0,0
ENSG00000236065,6,6,4,4,6,4
ENSG00000004455,2046,2365,2042,2765,2132,2467
ENSG00000276645,1,1,1,1,4,2
ENSG00000142920,290,38,286,45,351,37
ENSG00000278997,28,3,49,7,32,9
ENSG00000116525,354,227,369,219,461,222
ENSG00000279179,9,23,16,15,27,12
ENSG00000284721,0,0,0,0,1,0
ENSG00000160094,324,72,305,92,381,80
ENSG00000270115,1,0,4,1,11,0
ENSG00000184389,3,4,8,4,9,2
ENSG00000225313,206,128,160,154,162,153
ENSG00000134686,5495,3770,5210,3867,5691,3701
ENSG00000284154,6,0,5,10,6,5
ENSG00000222112,20,9,15,14,30,9
ENSG00000233246,8,23,9,8,8,6
ENSG00000234512,0,0,1,0,2,0
ENSG00000121903,189,139,164,159,212,167
ENSG00000235907,1,1,7,0,1,0
ENSG00000121904,5,0,2,1,3,1
ENSG00000227000,0,0,0,0,0,0
ENSG00000176256,0,0,0,0,0,0
ENSG00000231163,0,0,0,0,0,0
ENSG00000201148,0,0,0,0,0,0
ENSG00000142698,0,0,0,0,0,0
ENSG00000270241,0,0,0,0,0,0
ENSG00000287703,0,0,0,0,1,0
ENSG00000207941,0,0,0,0,0,0
ENSG00000163866,666,988,615,1005,633,916
ENSG00000189280,4,1,17,1,8,0
ENSG00000189433,4,0,6,0,1,0
ENSG00000255811,1,0,0,0,0,0
ENSG00000188910,107,169,107,150,120,186
ENSG00000187513,6,0,5,1,6,0
ENSG00000230163,0,0,0,0,0,0
ENSG00000116544,500,319,500,283,494,283
ENSG00000284773,27,7,22,3,16,5
ENSG00000241014,7,1,15,3,9,1
ENSG00000271741,3,0,0,0,0,2
ENSG00000243749,55,53,82,36,91,29
ENSG00000163867,339,167,283,248,332,190
ENSG00000197056,667,502,492,674,557,615
ENSG00000233940,0,0,0,0,0,0
ENSG00000228348,0,1,1,0,0,3
ENSG00000284640,0,0,0,0,0,0
ENSG00000116560,4624,10423,3876,11420,4401,10663
ENSG00000201868,0,0,0,0,0,0
ENSG00000146463,1986,1471,1849,1708,2049,1760
ENSG00000240374,0,1,0,0,0,0
ENSG00000201542,0,0,0,0,0,1
ENSG00000229994,72,41,70,47,74,48
ENSG00000227409,1,0,0,1,0,0
ENSG00000278702,0,0,0,0,0,0
ENSG00000142687,2556,1502,2479,1573,2679,1514
ENSG00000236274,0,1,1,0,0,0
ENSG00000020129,1299,1465,1159,1310,1276,1284
ENSG00000239636,13,3,30,2,34,2
ENSG00000116819,30,22,43,18,60,11
ENSG00000126067,1669,3372,1497,3594,1576,3268
ENSG00000142686,1041,1098,1047,1210,1098,1051
ENSG00000092853,367,2243,283,2491,350,2388
ENSG00000232335,4,3,0,3,2,0
ENSG00000134698,827,504,766,618,890,557
ENSG00000092847,1114,1379,980,1576,1118,1320
ENSG00000271164,0,0,0,0,0,0
ENSG00000286899,5,2,0,3,2,0
ENSG00000271914,0,0,0,0,0,0
ENSG00000126070,1097,866,909,1045,1089,935
ENSG00000271554,1,2,0,3,7,2
ENSG00000232862,0,1,0,0,0,0
ENSG00000092850,0,2,0,1,0,1
ENSG00000116863,557,709,628,664,687,506
ENSG00000171812,61,5,63,3,56,3
ENSG00000054116,927,1252,1091,1248,1007,1200
ENSG00000116871,3226,6450,3373,5956,3369,5272
ENSG00000264592,0,0,0,0,0,0
ENSG00000054118,2217,3651,2049,3780,2418,3658
ENSG00000231849,0,1,0,0,0,0
ENSG00000214193,2270,869,2538,801,2874,721
ENSG00000142694,0,0,0,0,0,0
ENSG00000286379,22,10,14,17,17,12
ENSG00000196182,705,1032,543,1039,630,974
ENSG00000181817,307,778,312,689,290,636
ENSG00000222821,0,0,0,0,0,0
ENSG00000116885,105,24,65,29,102,17
ENSG00000201448,3,0,0,0,0,0
ENSG00000116898,930,1759,1001,1852,1040,1696
ENSG00000119535,5,1,3,0,4,0
ENSG00000230214,0,0,0,0,0,0
ENSG00000284705,1,0,1,0,0,0
ENSG00000284720,0,0,0,0,0,0
ENSG00000234481,0,0,0,0,0,0
ENSG00000163873,5,0,0,0,3,0
ENSG00000284650,0,0,0,0,0,0
ENSG00000223944,0,0,0,0,0,0
ENSG00000264698,0,0,0,0,0,0
ENSG00000207328,0,0,0,0,0,0
ENSG00000252368,0,0,0,0,0,0
ENSG00000230451,0,0,0,0,0,0
ENSG00000233621,70,45,59,29,63,24
ENSG00000163874,2410,1559,2403,1505,2389,1375
ENSG00000283724,0,0,0,0,0,0
ENSG00000163875,1307,861,1229,965,1331,951
ENSG00000263675,9,9,13,9,7,11
ENSG00000163877,402,410,392,454,424,346
ENSG00000232273,3,2,5,6,5,7
ENSG00000237749,7,7,5,3,10,3
ENSG00000163879,5,3,2,4,0,5
ENSG00000134697,998,1699,1017,1839,976,1602
ENSG00000284748,3,0,3,0,0,0
ENSG00000169218,0,0,0,0,3,0
ENSG00000116922,493,730,415,826,479,751
ENSG00000134690,469,2433,417,2601,481,2345
ENSG00000183317,808,95,816,99,812,88
ENSG00000200421,0,0,2,0,0,0
ENSG00000214141,0,0,0,0,0,0
ENSG00000227416,0,0,0,0,0,0
ENSG00000185090,745,778,674,797,755,734
ENSG00000233728,0,0,0,0,0,0
ENSG00000196449,388,673,384,740,394,738
ENSG00000197982,636,882,736,783,672,787
ENSG00000188786,735,700,650,793,748,712
ENSG00000235673,0,0,1,0,0,0
ENSG00000204084,282,291,277,301,314,301
ENSG00000230955,0,0,0,0,0,0
ENSG00000252448,1,0,0,0,3,0
ENSG00000222282,1,0,0,1,0,0
ENSG00000277168,0,0,0,0,0,0
ENSG00000183431,1184,2472,1088,2783,1126,2531
ENSG00000212541,7,0,1,4,5,2
ENSG00000183386,380,145,450,158,480,134
ENSG00000183520,444,809,470,1009,426,884
ENSG00000185668,0,0,0,0,0,0
ENSG00000224592,0,0,0,0,0,0
ENSG00000223589,0,0,0,0,0,0
ENSG00000265596,0,0,0,0,0,0
ENSG00000284623,0,0,0,0,0,0
ENSG00000286552,0,0,0,0,0,0
ENSG00000287987,0,0,0,0,0,0
ENSG00000237290,0,0,0,0,0,0
ENSG00000275350,0,0,0,0,0,0
ENSG00000200796,0,0,0,0,0,0
ENSG00000238063,0,1,0,0,0,0
ENSG00000215895,7,7,5,10,5,15
ENSG00000284632,0,0,0,0,0,0
ENSG00000116954,566,206,535,237,531,223
ENSG00000273637,0,0,0,0,0,0
ENSG00000228436,33,11,33,7,44,4
ENSG00000214114,158,408,145,495,169,420
ENSG00000274944,2,0,1,0,0,0
ENSG00000131233,0,0,2,0,0,2
ENSG00000158315,18,1,10,4,13,3
ENSG00000199963,0,0,0,0,0,0
ENSG00000207466,0,0,0,0,0,0
ENSG00000235549,0,0,1,0,1,0
ENSG00000174574,1802,1853,1679,2061,1801,1893
ENSG00000168653,1119,2413,1243,2291,1314,1922
ENSG00000127603,12071,26289,9730,27197,12110,26941
ENSG00000206654,1,0,0,0,0,0
ENSG00000222378,0,0,0,0,0,0
ENSG00000287422,0,0,3,0,0,1
ENSG00000226438,2,0,0,0,0,0
ENSG00000217897,0,2,0,0,0,0
ENSG00000183682,25,16,33,10,31,11
ENSG00000237624,2,4,7,3,6,1
ENSG00000243970,11,10,7,13,13,9
ENSG00000090621,3424,5520,3462,5621,3438,5318
ENSG00000228060,18,24,18,27,14,35
ENSG00000201457,0,0,0,0,0,0
ENSG00000163909,0,0,0,0,1,0
ENSG00000225903,0,0,0,0,0,0
ENSG00000116981,2,0,1,0,0,0
ENSG00000116983,8,1,1,0,10,0
